timestamp,rpm,speed,coolant_temp,intake_air_temp,throttle,engine_load,maf,map_kpa,ambient_temp,fuel_level,voltage,scenario
876.4,1590.8,38.6,41.1,32.5,17.9,18.5,1.47,42.3,27.4,84.99,13.79,cruise
876.6,1564.0,38.8,41.8,31.5,19.7,19.3,1.49,44.9,27.6,84.99,13.89,cruise
876.8,1544.9,39.3,41.4,31.9,18.1,18.2,1.24,42.6,27.5,84.99,13.85,cruise
877.0,1555.4,39.9,41.5,31.9,18.1,18.8,1.42,43.0,27.4,84.99,13.74,cruise
877.2,1600.2,40.3,41.7,32.3,18.6,19.1,1.89,44.0,27.6,84.99,14.09,cruise
877.4,1569.7,39.4,41.1,31.3,18.7,18.7,1.07,44.7,27.5,84.99,14.4,cruise
877.6,1607.0,39.8,41.7,31.8,19.9,20.8,1.66,43.9,27.4,84.99,13.97,cruise
877.8,1605.1,40.0,41.6,32.5,19.1,20.9,1.12,43.9,27.4,84.99,14.15,cruise
878.0,1606.5,40.3,41.6,31.8,18.0,19.5,1.28,41.5,27.5,84.99,13.91,cruise
878.2,1617.8,40.9,41.7,31.3,17.8,19.3,1.24,42.2,27.6,84.99,13.93,cruise
878.4,1583.8,40.6,41.4,31.4,18.8,18.8,1.55,43.0,27.5,84.99,14.34,cruise
878.6,1587.9,39.6,41.5,31.9,17.7,20.6,1.46,44.0,27.6,84.99,14.11,cruise
878.8,1624.9,40.2,41.3,32.3,18.6,22.3,1.75,45.2,27.5,84.99,13.72,cruise
879.0,1638.4,40.3,41.4,32.3,18.6,20.0,1.17,44.4,27.5,84.99,13.9,cruise
879.2,1616.8,39.5,41.8,31.9,18.8,23.4,1.46,41.6,27.5,84.99,13.97,cruise
879.4,1623.6,40.0,41.8,32.1,19.8,20.8,2.02,45.3,27.4,84.99,14.2,cruise
879.6,1649.5,40.0,42.0,30.9,19.7,22.8,1.86,44.6,27.4,84.99,13.63,cruise
879.8,1645.7,40.0,41.5,32.7,18.4,23.1,1.38,44.4,27.4,84.99,13.95,cruise
880.0,1611.0,39.6,41.3,31.6,18.2,21.8,1.92,43.7,27.4,84.99,13.59,cruise
880.2,1601.1,39.6,41.1,31.8,19.4,20.7,1.64,45.9,27.4,84.99,13.71,cruise
880.4,1620.3,40.0,41.3,32.3,18.2,20.2,1.21,43.7,27.7,84.99,14.01,cruise
880.6,1660.4,39.8,41.6,30.9,19.6,19.9,1.74,45.4,27.4,84.99,13.8,cruise
880.8,1620.8,38.3,41.7,32.1,17.7,19.0,1.37,43.4,27.3,84.99,14.18,cruise
881.0,1612.3,39.3,41.1,31.7,18.3,20.9,1.08,43.9,27.5,84.99,13.89,cruise
881.2,1623.8,40.6,41.9,31.9,17.2,21.9,1.09,44.2,27.4,84.99,13.98,cruise
881.4,1624.2,40.2,41.7,30.8,18.4,20.8,2.26,44.4,27.4,84.99,14.08,cruise
881.6,1635.5,40.1,41.3,31.0,19.8,19.7,1.95,43.5,27.5,84.99,14.18,cruise
881.8,1637.6,39.8,41.1,32.0,19.2,19.9,0.99,44.1,27.6,84.99,13.97,cruise
882.0,1600.7,39.9,41.6,31.4,18.2,19.0,1.54,42.4,27.5,84.99,13.8,cruise
882.2,1614.6,39.8,41.2,32.2,17.5,17.8,1.41,42.4,27.5,84.99,13.8,cruise
882.4,1637.4,40.0,41.4,31.9,17.5,20.6,0.9,43.2,27.3,84.99,13.98,cruise
882.6,1640.2,40.1,41.7,31.9,18.3,18.5,1.0,43.2,27.5,84.99,14.12,cruise
882.8,1651.8,39.4,41.8,33.4,19.3,20.4,1.4,43.5,27.5,84.99,13.78,cruise
883.0,1650.3,40.2,41.3,31.9,18.3,17.5,1.07,42.8,27.3,84.99,13.96,cruise
883.2,1607.3,40.5,41.2,32.1,16.8,18.9,1.21,40.6,27.5,84.99,14.1,cruise
883.4,1619.2,40.3,41.4,31.7,16.4,17.8,1.99,43.2,27.5,84.99,14.44,cruise
883.6,1633.3,40.0,41.7,31.8,16.8,18.0,1.38,41.3,27.6,84.99,14.16,cruise
883.8,1607.6,39.7,41.7,31.7,18.8,19.9,1.07,43.4,27.4,84.99,13.66,cruise
884.0,1656.7,40.2,41.8,31.6,17.9,18.8,1.14,44.1,27.5,84.99,13.75,cruise
884.2,1615.1,40.0,41.6,32.4,17.3,20.6,1.35,43.3,27.5,84.99,13.92,cruise
884.4,1605.3,38.8,41.4,32.4,19.3,20.7,1.39,43.8,27.2,84.99,13.99,cruise
884.6,1619.7,38.8,41.5,32.0,18.3,20.4,1.47,42.9,27.5,84.99,14.2,cruise
884.8,1621.4,39.3,41.9,31.7,20.0,23.1,2.06,43.9,27.4,84.99,14.12,cruise
885.0,1661.6,39.5,41.5,31.2,20.3,22.0,1.77,43.0,27.4,84.99,14.13,cruise
885.2,1623.3,40.3,41.8,31.6,17.7,20.1,1.86,44.4,27.4,84.99,14.06,cruise
885.4,1614.6,39.3,42.2,31.4,18.9,20.9,1.42,43.7,27.6,84.99,14.1,cruise
885.6,1629.1,40.1,41.9,31.7,18.2,17.9,0.96,43.2,27.5,84.99,13.96,cruise
885.8,1672.5,39.7,41.5,32.3,18.5,20.2,1.62,45.1,27.4,84.99,14.07,cruise
886.0,1678.6,39.2,41.6,31.4,17.7,17.8,1.57,43.4,27.6,84.99,13.79,cruise
886.2,1635.0,39.7,41.3,32.5,16.8,17.3,1.12,43.6,27.5,84.99,13.99,cruise
886.4,1627.1,40.6,41.2,31.6,16.9,17.5,1.37,41.5,27.5,84.99,13.83,cruise
886.6,1610.8,40.3,41.5,30.7,16.2,18.3,2.05,42.1,27.5,84.99,13.77,cruise
886.8,1642.3,40.4,41.7,31.5,17.9,21.2,1.43,42.9,27.3,84.99,13.81,cruise
887.0,1638.0,39.4,41.6,31.9,18.3,19.2,1.39,43.5,27.5,84.99,14.04,cruise
887.2,1648.6,40.0,41.3,32.0,19.5,21.9,1.63,44.2,27.5,84.99,13.59,cruise
887.4,1626.7,40.3,41.7,31.5,18.6,23.2,1.61,45.5,27.4,84.99,14.1,cruise
887.6,1626.6,40.0,41.9,32.2,18.6,19.7,1.58,43.7,27.4,84.99,13.86,cruise
887.8,1642.0,41.4,41.0,31.9,17.3,20.5,1.31,41.4,27.5,84.99,14.11,cruise
888.0,1613.4,39.4,41.3,32.0,8.9,14.8,1.28,38.3,27.7,84.99,14.45,decel
888.2,1632.6,39.4,41.9,32.0,4.7,11.6,1.38,35.3,27.3,84.99,13.74,decel
888.4,1646.4,39.4,41.8,31.8,1.8,12.8,1.35,30.6,27.6,84.99,14.03,decel
888.6,1618.4,39.7,41.3,31.2,1.9,11.3,1.38,32.0,27.5,84.99,14.1,decel
888.8,1639.9,38.8,41.7,30.9,0.4,14.5,1.26,31.0,27.6,84.99,14.22,decel
889.0,1640.8,39.5,41.5,31.5,1.0,13.1,2.26,31.3,27.5,84.99,14.25,decel
889.2,1608.2,39.7,41.5,31.3,0,10.0,1.58,31.1,27.6,84.99,13.67,decel
889.4,1588.1,38.9,41.2,31.6,0,11.5,0.9,32.4,27.5,84.99,13.91,decel
889.6,1609.9,38.7,41.5,31.3,0.5,10.8,1.2,31.7,27.5,84.99,13.82,decel
889.8,1583.2,38.8,41.8,31.1,0.1,10.9,1.77,31.7,27.6,84.99,13.98,decel
890.0,1592.2,38.6,42.3,31.2,0,14.8,1.34,30.6,27.7,84.99,13.69,decel
890.2,1619.5,38.0,41.3,31.6,0,12.6,1.45,31.5,27.5,84.99,14.38,decel
890.4,1619.3,37.5,41.2,31.1,0.4,10.9,1.38,29.9,27.6,84.99,14.17,decel
890.6,1610.1,39.1,41.6,31.2,0.3,15.0,1.55,32.1,27.6,84.99,13.99,decel
890.8,1599.4,37.9,41.6,30.8,0.1,11.3,0.94,31.0,27.3,84.99,14.09,decel
891.0,1581.3,38.6,41.5,31.7,0.4,11.1,1.51,30.8,27.5,84.99,14.19,decel
891.2,1589.4,38.2,41.3,31.0,0,11.8,1.28,30.8,27.5,84.99,14.04,decel
891.4,1553.5,37.6,41.8,31.6,0,8.6,1.19,30.5,27.5,84.99,14.02,decel
891.6,1591.6,37.0,42.1,31.7,0,10.9,1.82,30.3,27.6,84.99,14.23,decel
891.8,1554.4,37.8,41.0,31.4,0,11.5,1.57,29.5,27.3,84.99,13.94,decel
892.0,1522.1,37.6,41.8,31.5,0.6,11.6,1.32,30.8,27.4,84.99,13.91,decel
892.2,1536.2,37.2,41.4,30.9,0.0,11.6,1.78,30.1,27.5,84.99,14.16,decel
892.4,1550.1,37.0,41.5,31.3,0.5,9.8,1.85,31.7,27.6,84.99,13.8,decel
892.6,1553.2,37.3,41.4,31.6,0.2,13.8,1.81,29.8,27.5,84.99,14.04,decel
892.8,1546.0,35.5,41.3,30.4,0.1,13.8,1.75,32.7,27.4,84.99,13.96,decel
893.0,1557.8,36.3,41.2,31.6,0.1,11.8,1.43,33.4,27.4,84.99,13.76,decel
893.2,1548.6,37.0,41.4,31.7,0.3,12.4,1.08,30.5,27.6,84.99,13.82,decel
893.4,1506.4,36.3,41.5,31.9,0,11.9,1.8,29.9,27.4,84.99,14.05,decel
893.6,1535.4,36.6,41.6,31.7,0,8.6,1.56,31.5,27.5,84.99,14.41,decel
893.8,1502.6,35.8,41.8,30.8,0.2,11.5,1.75,29.8,27.5,84.99,14.13,decel
894.0,1500.4,32.5,41.7,31.5,1.4,10.6,1.5,31.5,27.5,84.99,14.14,idle
894.2,1469.3,28.7,41.6,30.8,2.5,13.0,1.25,30.9,27.5,84.99,14.31,idle
894.4,1522.1,26.0,41.2,30.6,2.9,8.3,1.03,33.3,27.6,84.99,13.98,idle
894.6,1511.9,23.8,41.1,30.7,2.4,10.6,1.66,31.8,27.4,84.99,14.46,idle
894.8,1493.0,21.8,41.5,30.4,3.0,11.6,1.55,31.5,27.6,84.99,13.92,idle
895.0,1458.4,18.7,42.0,31.4,2.0,12.9,1.58,32.6,27.6,84.99,14.05,idle
895.2,1428.5,18.0,41.8,31.5,2.5,15.0,2.14,31.2,27.5,84.99,14.2,idle
895.4,1365.3,16.4,41.1,31.0,2.6,10.2,1.36,32.4,27.5,84.99,13.72,idle
895.6,1324.5,15.4,41.5,31.6,3.6,12.9,1.93,30.7,27.4,84.99,13.66,idle
895.8,1375.7,13.3,41.5,31.8,3.1,14.1,2.1,31.3,27.7,84.99,13.67,idle
896.0,1372.6,12.8,41.4,31.3,2.9,12.5,1.1,32.0,27.5,84.99,13.98,idle
896.2,1356.4,11.2,41.8,31.9,3.2,8.7,1.54,33.7,27.4,84.99,14.06,idle
896.4,1316.8,10.2,41.6,31.5,3.5,12.1,1.5,33.6,27.5,84.99,13.9,idle
896.6,1291.5,8.6,40.5,31.1,2.7,12.5,1.32,32.9,27.5,84.99,14.0,idle
896.8,1245.9,7.8,41.5,32.6,2.4,13.5,1.66,32.5,27.4,84.99,13.97,idle
897.0,1220.6,6.9,40.9,31.7,2.2,11.6,1.39,32.2,27.7,84.99,14.24,idle
897.2,1096.4,5.5,41.4,31.6,3.4,11.8,1.89,32.7,27.5,84.99,13.84,idle
897.4,1081.5,6.2,41.5,30.7,2.3,11.6,1.38,32.1,27.5,84.99,14.24,idle
897.6,1044.4,5.9,41.7,31.2,3.0,12.1,1.52,29.5,27.6,84.99,14.15,idle
897.8,1008.7,6.2,41.2,30.3,2.3,12.7,1.56,31.8,27.5,84.99,14.3,idle
898.0,972.3,4.6,41.2,31.4,2.4,12.8,1.08,30.4,27.5,84.99,14.02,idle
898.2,952.5,3.6,41.7,31.7,2.7,15.5,0.85,33.0,27.4,84.99,14.02,idle
898.4,925.4,3.7,42.3,31.6,2.6,10.6,1.3,33.5,27.5,84.99,14.17,idle
898.6,932.2,2.8,41.3,31.1,2.8,16.2,1.54,32.1,27.5,84.99,14.12,idle
898.8,855.6,3.0,41.5,31.3,2.0,12.5,1.37,31.1,27.4,84.99,13.9,idle
899.0,844.1,3.3,41.7,33.0,32.1,28.8,1.26,52.4,27.6,84.99,13.87,accel
899.2,844.8,3.5,41.6,33.4,46.5,34.5,1.62,62.2,27.5,84.99,14.2,accel
899.4,828.2,2.7,41.2,32.8,51.5,39.6,1.62,67.1,27.4,84.99,13.66,accel
899.6,805.3,2.4,41.6,33.7,51.3,36.9,1.54,66.0,27.6,84.99,14.08,accel
899.8,788.6,3.4,41.4,33.2,59.7,44.8,1.57,73.1,27.4,84.99,13.91,accel
900.0,797.9,2.7,41.8,33.8,63.4,46.6,1.23,73.7,27.4,84.99,14.43,accel
900.2,757.6,3.2,41.7,34.0,63.1,46.5,0.85,74.6,27.5,84.99,14.02,accel
900.4,786.1,2.6,41.6,33.0,58.4,46.0,1.35,70.9,27.5,84.99,14.16,accel
900.6,769.6,1.6,41.5,33.1,55.7,41.8,1.44,70.6,27.6,84.99,14.17,accel
900.8,754.4,3.6,41.6,34.5,56.6,44.1,1.77,69.5,27.6,84.99,14.03,accel
901.0,757.9,4.0,41.8,33.2,59.2,43.1,1.66,72.5,27.6,84.99,13.75,accel
901.2,766.5,2.5,41.7,33.7,52.2,41.4,1.33,66.2,27.5,84.99,14.09,accel
901.4,734.2,3.2,41.5,34.1,61.1,45.7,1.43,72.8,27.4,84.99,13.76,accel
901.6,755.0,3.3,40.8,33.5,59.9,44.1,1.56,72.0,27.6,84.99,13.93,accel
901.8,765.0,3.3,41.6,33.6,64.2,49.2,1.84,76.9,27.5,84.99,14.18,accel
902.0,753.8,2.8,41.4,33.1,63.3,47.0,1.41,73.2,27.5,84.99,14.12,accel
902.2,750.6,2.9,41.3,34.4,57.3,44.4,1.09,70.2,27.4,84.99,14.11,accel
902.4,761.1,4.2,41.5,33.3,49.3,38.8,1.55,64.9,27.5,84.99,13.86,accel
902.6,764.6,2.7,42.0,33.5,59.5,44.7,1.72,73.1,27.5,84.99,14.16,accel
902.8,753.5,3.9,41.9,33.8,57.8,41.7,1.64,71.9,27.6,84.99,13.85,accel
903.0,757.4,3.3,41.2,32.8,53.9,40.2,1.41,67.8,27.3,84.99,13.82,accel
903.2,772.2,2.9,41.1,32.5,43.6,33.7,1.78,59.1,27.5,84.99,14.19,accel
903.4,759.8,4.1,41.8,33.2,47.6,41.3,1.46,64.9,27.4,84.99,13.56,accel
903.6,748.1,3.1,41.4,33.6,52.9,43.6,1.89,65.1,27.5,84.99,14.27,accel
903.8,760.8,2.7,42.2,33.0,54.5,38.5,1.88,67.1,27.3,84.99,13.96,accel
904.0,744.8,3.0,41.2,33.4,68.5,49.8,1.61,78.3,27.3,84.99,14.21,accel
904.2,744.6,4.4,41.4,33.9,61.2,45.6,1.41,73.1,27.5,84.99,13.8,accel
904.4,741.7,3.2,42.1,33.9,63.7,50.4,1.33,74.6,27.4,84.99,13.95,accel
904.6,736.5,3.9,41.1,33.8,61.5,46.7,1.57,74.9,27.6,84.99,14.13,accel
904.8,754.7,3.5,41.4,33.1,55.8,42.8,1.52,69.0,27.4,84.99,14.06,accel
905.0,743.3,4.3,41.8,33.4,56.8,47.1,1.92,71.3,27.4,84.99,13.62,accel
905.2,754.1,3.2,41.8,33.5,61.8,44.1,2.2,73.9,27.5,84.99,13.97,accel
905.4,732.1,3.6,41.1,35.0,67.2,51.3,1.46,78.3,27.4,84.99,13.73,accel
905.6,756.5,3.8,41.6,34.2,58.4,44.4,1.07,70.7,27.7,84.99,14.04,accel
905.8,744.3,3.1,41.8,33.4,51.3,41.6,2.0,67.3,27.4,84.99,13.91,accel
906.0,743.8,4.6,41.9,33.6,46.7,35.4,1.39,63.0,27.5,84.99,13.78,accel
906.2,763.1,4.1,41.9,33.0,52.7,40.1,1.85,67.6,27.4,84.99,14.14,accel
906.4,773.5,3.9,41.1,33.0,54.4,41.3,1.94,67.5,27.5,84.99,14.23,accel
906.6,752.6,3.6,41.4,33.1,59.8,46.6,1.39,72.3,27.4,84.99,13.83,accel
906.8,747.7,3.7,41.6,32.7,54.6,39.2,0.74,68.5,27.5,84.99,14.09,accel
907.0,769.1,3.5,41.7,34.3,64.5,47.9,1.06,76.2,27.4,84.99,13.57,accel
907.2,757.8,3.7,41.9,33.4,62.4,46.2,1.62,73.0,27.5,84.99,14.0,accel
907.4,737.9,4.9,41.7,33.3,53.6,42.4,1.61,68.2,27.6,84.99,14.15,accel
907.6,762.0,4.6,42.1,32.4,55.1,42.7,1.26,69.7,27.5,84.99,13.98,accel
907.8,736.8,2.9,41.6,33.3,48.9,39.2,1.91,65.6,27.4,84.99,14.21,accel
908.0,752.6,3.5,41.8,33.2,49.3,38.6,1.09,64.1,27.5,84.99,13.85,accel
908.2,756.8,3.6,41.7,33.0,42.1,31.9,1.25,58.3,27.5,84.99,14.03,accel
908.4,736.3,4.4,41.7,32.3,38.7,28.5,0.68,58.8,27.5,84.99,13.83,accel
908.6,747.2,3.2,41.8,32.9,47.8,37.1,1.82,63.1,27.5,84.99,14.16,accel
908.8,739.9,4.1,41.9,32.9,53.4,41.0,1.49,66.9,27.5,84.99,14.06,accel
909.0,745.7,5.8,41.6,32.8,45.6,33.3,0.85,62.0,27.3,84.99,13.87,cruise
909.2,753.3,9.9,41.9,33.2,41.1,31.4,1.46,57.2,27.7,84.99,14.02,cruise
909.4,795.6,12.6,41.6,33.1,35.7,30.9,1.57,54.2,27.6,84.99,14.09,cruise
909.6,886.0,15.7,41.9,31.6,34.3,24.6,1.53,53.4,27.5,84.99,14.17,cruise
909.8,875.1,17.9,41.6,32.4,32.1,28.6,1.68,53.7,27.3,84.99,14.0,cruise
910.0,869.8,20.1,41.1,32.4,30.1,24.3,1.48,51.8,27.4,84.99,13.91,cruise
910.2,926.6,21.8,41.3,32.0,29.7,25.3,1.36,50.6,27.5,84.99,14.38,cruise
910.4,971.0,23.7,41.6,32.0,28.0,25.3,1.86,49.2,27.5,84.99,14.15,cruise
910.6,1035.8,24.9,41.6,32.7,28.0,24.2,1.45,48.7,27.6,84.99,14.22,cruise
910.8,1075.0,27.0,41.5,32.5,26.9,21.2,1.3,50.1,27.3,84.99,13.93,cruise
911.0,1126.4,27.3,42.1,32.5,26.6,25.8,1.5,48.6,27.6,84.99,13.91,cruise
911.2,1225.8,28.9,41.1,32.0,24.9,21.5,1.83,48.3,27.7,84.99,13.78,cruise
911.4,1254.5,30.6,41.7,32.1,24.5,22.9,1.48,47.0,27.5,84.99,13.52,cruise
911.6,1231.5,31.3,41.3,31.1,23.9,22.6,1.65,45.5,27.5,84.99,14.03,cruise
911.8,1244.4,30.7,41.6,32.4,22.4,19.4,1.3,45.3,27.6,84.99,13.86,cruise
912.0,1275.1,32.7,42.1,32.1,23.4,20.3,1.58,46.1,27.4,84.99,13.97,cruise
912.2,1306.3,33.5,41.9,31.8,22.8,23.2,1.95,45.5,27.6,84.99,14.41,cruise
912.4,1276.7,34.9,41.9,32.9,22.7,20.4,1.62,45.5,27.5,84.99,14.09,cruise
912.6,1294.9,35.4,42.5,32.1,21.7,22.5,1.4,45.8,27.5,84.99,14.29,cruise
912.8,1306.0,35.5,41.5,31.8,20.5,19.3,1.14,45.7,27.5,84.99,13.64,cruise
913.0,1342.6,35.1,41.8,31.4,20.8,20.2,1.51,44.6,27.4,84.99,14.1,cruise
913.2,1349.7,36.3,41.8,32.1,20.2,20.7,1.93,47.0,27.3,84.99,14.0,cruise
913.4,1364.0,36.3,41.8,32.3,19.6,22.2,0.75,44.2,27.5,84.99,14.03,cruise
913.6,1375.4,37.8,41.6,32.7,20.0,21.2,1.56,43.7,27.5,84.99,13.5,cruise
913.8,1395.1,37.8,42.1,32.3,20.1,20.7,1.48,45.6,27.5,84.99,14.2,cruise
914.0,1414.2,37.2,41.4,32.1,20.9,21.2,1.81,46.3,27.6,84.99,14.0,cruise
914.2,1412.3,37.2,41.4,31.5,20.1,20.3,1.28,43.6,27.3,84.99,13.85,cruise
914.4,1433.6,38.4,41.1,32.2,19.3,19.6,1.45,43.8,27.7,84.99,14.12,cruise
914.6,1426.3,38.4,41.5,32.7,17.7,18.9,1.2,43.0,27.3,84.99,14.45,cruise
914.8,1451.2,37.8,41.4,32.6,17.9,19.1,1.37,41.8,27.3,84.99,13.93,cruise
915.0,1488.2,38.7,42.0,32.3,18.4,20.7,1.14,42.0,27.4,84.99,13.95,cruise
915.2,1461.2,38.7,42.4,31.7,17.5,19.5,1.34,42.1,27.4,84.99,14.28,cruise
915.4,1508.2,38.7,41.8,31.7,18.9,22.0,2.26,43.3,27.6,84.99,13.81,cruise
915.6,1514.3,38.4,42.1,32.3,17.8,21.9,1.42,42.5,27.4,84.99,14.11,cruise
915.8,1513.4,39.1,41.6,31.3,18.6,20.8,1.17,44.2,27.5,84.99,13.97,cruise
916.0,1531.2,38.8,41.6,32.0,16.6,20.0,1.5,42.1,27.4,84.99,14.18,cruise
916.2,1528.4,39.3,41.5,32.4,18.1,18.3,0.99,42.7,27.4,84.99,14.23,cruise
916.4,1540.1,39.9,41.6,31.5,19.3,21.5,1.42,43.8,27.5,84.99,14.19,cruise
916.6,1533.7,39.5,41.4,31.1,18.4,20.6,2.1,42.6,27.6,84.99,13.96,cruise
916.8,1553.4,38.8,41.4,32.9,19.5,18.5,1.29,44.9,27.4,84.99,14.3,cruise
917.0,1586.1,39.1,41.4,31.7,18.3,21.6,1.51,44.3,27.6,84.99,14.0,cruise
917.2,1559.3,40.1,41.7,31.9,17.9,21.5,1.98,41.2,27.5,84.99,13.89,cruise
917.4,1624.4,39.7,41.3,31.1,18.1,20.5,1.75,43.5,27.3,84.99,13.99,cruise
917.6,1580.0,40.3,42.0,32.1,19.5,17.5,1.94,43.7,27.4,84.99,14.09,cruise
917.8,1577.5,38.9,41.8,31.9,18.6,19.4,1.29,42.0,27.5,84.99,14.05,cruise
918.0,1591.8,38.2,41.5,30.7,17.8,19.5,1.73,44.0,27.4,84.99,13.47,cruise
918.2,1569.9,39.8,42.5,32.7,19.6,23.4,1.56,42.6,27.6,84.99,13.95,cruise
918.4,1574.0,39.9,41.5,31.5,19.5,23.0,1.65,44.5,27.5,84.99,13.69,cruise
918.6,1612.7,39.4,41.8,31.4,17.9,18.5,1.35,42.9,27.4,84.99,14.2,cruise
918.8,1594.7,39.8,41.4,32.1,18.2,22.1,1.37,43.3,27.4,84.99,14.06,cruise
919.0,1622.8,39.6,41.7,32.2,18.4,20.1,1.56,43.3,27.5,84.99,13.98,cruise
919.2,1601.1,39.4,41.4,31.8,18.0,20.0,1.63,43.0,27.7,84.99,14.08,cruise
919.4,1606.5,40.2,41.8,31.9,17.3,18.7,2.08,43.0,27.6,84.99,14.2,cruise
919.6,1620.8,39.5,41.3,32.0,17.5,20.5,1.21,44.4,27.4,84.99,13.92,cruise
919.8,1599.4,39.5,41.6,32.0,18.1,20.9,1.77,44.2,27.5,84.99,14.02,cruise
920.0,1623.9,39.9,41.5,32.3,17.6,16.4,1.79,42.4,27.4,84.99,13.97,cruise
920.2,1619.3,40.1,41.0,32.4,18.5,20.0,1.99,45.4,27.3,84.99,13.78,cruise
920.4,1605.3,39.7,41.5,31.8,19.1,19.8,1.28,42.9,27.4,84.99,14.06,cruise
920.6,1630.8,39.5,42.1,32.2,18.7,17.0,0.93,41.3,27.4,84.99,14.15,cruise
920.8,1625.5,39.9,42.1,31.8,19.6,23.1,1.7,45.9,27.3,84.99,14.04,cruise
921.0,1636.0,38.9,42.3,31.7,19.8,20.1,1.52,44.5,27.4,84.99,13.97,cruise
921.2,1613.9,40.0,40.8,31.0,18.8,20.2,1.7,44.0,27.4,84.99,13.9,cruise
921.4,1632.6,40.2,42.5,32.1,18.3,19.6,1.16,42.3,27.6,84.99,14.37,cruise
921.6,1624.1,39.8,41.5,32.0,18.2,18.7,1.24,43.2,27.4,84.99,13.83,cruise
921.8,1624.5,39.9,41.4,32.1,19.4,23.3,1.35,43.7,27.5,84.99,13.85,cruise
922.0,1636.9,39.7,41.8,32.2,19.0,19.9,1.4,44.1,27.4,84.99,13.99,cruise
922.2,1616.9,40.2,41.6,30.8,18.7,21.7,1.96,43.5,27.5,84.99,13.81,cruise
922.4,1636.0,40.5,41.5,31.6,19.5,20.3,1.14,44.3,27.6,84.99,14.04,cruise
922.6,1627.2,40.0,42.0,31.8,18.7,19.9,1.88,42.1,27.6,84.99,14.18,cruise
922.8,1631.9,40.5,41.4,31.7,17.9,20.4,1.9,43.8,27.6,84.99,14.18,cruise
923.0,1609.4,40.1,41.7,31.7,18.2,19.0,1.33,42.6,27.5,84.99,14.08,cruise
923.2,1660.0,39.8,42.3,31.8,19.1,19.3,1.41,44.3,27.4,84.99,14.06,cruise
923.4,1607.6,40.7,41.3,31.8,18.1,21.6,1.39,44.2,27.5,84.99,14.03,cruise
923.6,1622.9,40.1,41.6,31.2,18.7,22.2,1.02,44.6,27.4,84.99,13.95,cruise
923.8,1606.0,39.1,42.0,32.5,18.8,18.8,1.8,43.5,27.4,84.99,13.85,cruise
924.0,1644.9,40.0,41.5,31.7,19.3,20.9,1.6,44.0,27.3,84.99,13.92,cruise
924.2,1625.9,39.9,41.9,32.2,17.9,20.7,1.1,44.4,27.5,84.99,13.96,cruise
924.4,1641.0,39.9,41.6,32.0,18.3,20.7,1.37,43.6,27.5,84.99,13.65,cruise
924.6,1616.4,39.6,41.4,32.6,18.5,19.1,1.6,44.2,27.5,84.99,14.26,cruise
924.8,1623.5,39.4,41.9,32.0,16.5,18.1,1.65,43.3,27.4,84.99,14.1,cruise
925.0,1640.6,39.8,41.1,33.0,16.7,17.6,1.29,41.9,27.3,84.99,14.25,cruise
925.2,1609.4,41.2,41.3,32.4,17.1,18.3,1.61,42.1,27.7,84.99,14.13,cruise
925.4,1625.1,40.9,40.7,31.1,17.5,20.5,1.99,43.0,27.5,84.99,14.22,cruise
925.6,1634.7,39.6,41.2,31.7,18.2,20.6,1.53,43.3,27.4,84.99,13.98,cruise
925.8,1604.3,40.1,41.8,32.2,17.8,20.4,1.34,41.8,27.5,84.99,14.02,cruise
926.0,1618.5,40.0,41.3,32.0,17.6,19.4,1.48,44.1,27.6,84.99,13.75,cruise
926.2,1634.8,39.2,41.3,32.2,17.9,20.0,0.88,43.5,27.5,84.99,14.03,cruise
926.4,1629.4,40.4,41.6,32.3,19.2,18.1,1.64,43.9,27.6,84.99,13.95,cruise
926.6,1619.9,40.1,42.0,32.1,17.0,20.2,1.63,43.3,27.5,84.99,13.76,cruise
926.8,1613.8,39.5,42.1,32.1,18.7,21.3,1.64,45.1,27.4,84.99,13.81,cruise
927.0,1625.2,40.5,41.8,31.8,19.1,18.7,1.59,43.4,27.5,84.99,14.16,cruise
927.2,1631.2,40.0,41.5,31.0,19.4,22.1,1.48,42.6,27.5,84.99,13.95,cruise
927.4,1652.0,40.1,41.9,32.1,19.8,17.7,1.7,43.7,27.7,84.99,14.13,cruise
927.6,1613.6,40.5,41.8,31.3,19.6,20.4,1.9,45.7,27.7,84.99,13.91,cruise
927.8,1628.8,39.4,41.2,32.3,18.9,18.9,1.57,44.5,27.6,84.99,14.27,cruise
928.0,1638.4,40.2,41.8,32.1,18.9,22.6,1.66,43.2,27.5,84.99,13.96,cruise
928.2,1640.6,39.6,42.1,31.9,19.1,19.2,1.29,43.8,27.4,84.99,14.07,cruise
928.4,1648.8,40.3,41.8,32.5,17.8,19.4,1.38,43.5,27.4,84.99,14.11,cruise
928.6,1635.2,39.6,41.2,32.3,18.5,21.9,0.83,43.8,27.4,84.99,13.95,cruise
928.8,1605.1,40.4,41.2,32.4,19.2,20.0,1.61,44.5,27.5,84.99,14.08,cruise
929.0,1645.6,39.8,42.2,32.2,18.8,21.9,1.67,43.6,27.5,84.99,14.04,cruise
929.2,1632.8,40.4,41.5,31.9,19.7,19.4,0.96,44.5,27.5,84.99,13.53,cruise
929.4,1612.2,40.0,41.2,32.1,19.4,21.9,1.54,44.6,27.5,84.99,13.83,cruise
